FeatureID,FeatureName,WTY_ClusterD Average,WTY_ClusterD Log2 Fold Change,WTY_ClusterD P-Value,WTY_ClusterCp Average,WTY_ClusterCp Log2 Fold Change,WTY_ClusterCp P-Value,WTY_ClusterC Average,WTY_ClusterC Log2 Fold Change,WTY_ClusterC P-Value,WTY_ClusterB Average,WTY_ClusterB Log2 Fold Change,WTY_ClusterB P-Value,WTY_ClusterA Average,WTY_ClusterA Log2 Fold Change,WTY_ClusterA P-Value
ENSMUSG00000022858,Tra2b,0.853304121,-0.61005644,0.01939264,1.422128353,0.418624365,0.208696592,0.752494148,-0.655114758,0.323831372,1.567884883,0.647977764,0.023715557,0.756642377,-0.634784622,0.548728135
ENSMUSG00000021248,Tmed10,0.425717103,-0.612868712,0.01969734,0.574049034,0.008420139,1,0.515186736,-0.163788993,1,0.611751192,0.13299298,0.946488285,1.186774994,1.18575381,0.003899895
ENSMUSG00000025089,Gfra1,0.64449705,0.583140587,0.020085187,0.225343031,-1.378455312,1.09E-05,1.202612723,1.476684192,1.30E-05,0.439124015,-0.266797876,0.62829293,0.022484205,-4.539782402,5.43E-12
ENSMUSG00000005103,Wdr1,1.245362771,0.574542039,0.020791369,0.687214002,-0.631903889,0.05631478,0.907892227,-0.122596939,1,0.830296035,-0.313111965,0.519125352,1.207304051,0.326877432,0.787393344
ENSMUSG00000021242,Npc2,2.18696839,0.573086202,0.020891231,0.789194059,-1.335238908,9.85E-06,2.128877137,0.340893851,0.688773245,0.965142854,-1.036199008,0.000404956,4.349227306,1.525102792,3.57E-05
ENSMUSG00000035268,Pkig,2.661095491,0.569106029,0.021658422,1.521476667,-0.574902505,0.088339527,2.094429287,-0.004784281,1,2.079082197,-0.019471095,1,1.257160332,-0.786735257,0.271882425
ENSMUSG00000020390,Ube2b,1.122571747,0.571210853,0.021663276,0.551679215,-0.830015963,0.008410628,1.230171003,0.535473743,0.338043173,0.793678149,-0.206878584,0.781916772,0.626625018,-0.531369726,0.708239698
ENSMUSG00000028691,Prdx1,1.235597664,-0.597834132,0.02200246,2.308367951,0.665032286,0.020037691,1.360307326,-0.301483584,0.887973669,1.782651691,0.156123586,0.865109069,1.51230718,-0.132018449,1
ENSMUSG00000024854,Pold4,1.121325138,0.571125983,0.022002894,0.541810177,-0.858402617,0.006336371,1.038794058,0.259345017,0.856938403,0.905566135,0.046222808,1,0.517136715,-0.820404576,0.314456251
ENSMUSG00000022141,Nipbl,1.229572386,0.566945441,0.023233544,0.540494306,-1.017956622,0.000963927,1.30365975,0.477906485,0.426521213,1.011351139,0.078838009,1,0.475101027,-1.088516309,0.113783869
ENSMUSG00000032959,Pebp1,0.693945888,-0.59571365,0.023289332,1.537925064,1.041719739,6.32E-05,1.005877223,0.137082761,1,0.679755837,-0.565030654,0.098599702,0.891547607,-0.05457278,1
ENSMUSG00000027248,Pdia3,0.723448977,-0.595599346,0.023591486,1.109608821,0.269634754,0.510226755,1.45523029,0.676339661,0.153777067,0.692252417,-0.606316151,0.069450927,1.931686481,1.127114537,0.006896174
ENSMUSG00000003882,Il7r,1.629733997,0.564951934,0.023717122,0.739519902,-0.966971898,0.001803669,1.113048313,-0.231559667,1,1.505983219,0.31013345,0.468897754,0.802588361,-0.725719523,0.430598654
ENSMUSG00000039221,Rpl22l1,1.951151449,-0.588883645,0.02425546,3.996960326,0.8728248,0.001133271,2.288102755,-0.195343395,1,2.434798805,-0.116152579,1,2.284590743,-0.193785872,1
ENSMUSG00000053819,Camk2d,0.870133348,0.563760861,0.02459349,0.435882505,-0.802515244,0.011645916,1.0035807,0.616323566,0.222196302,0.696030453,0.022287247,1,0.15152399,-2.263799335,0.000115746
ENSMUSG00000030659,Nucb2,0.121959951,-0.629578771,0.025060494,0.050332093,-1.969307147,3.29E-09,0.028323788,-2.629111985,1.94E-06,0.072654536,-1.43079633,4.26E-06,1.196550735,3.874290966,1.67E-40
ENSMUSG00000028998,Tomm7,0.749627774,-0.588720257,0.025097924,1.289554278,0.504277606,0.105451667,1.046449136,0.082269848,1,0.958458637,-0.0697921,1,1.317769928,0.445140284,0.565920763
ENSMUSG00000029147,Ppm1g,0.581127739,-0.587470017,0.025957925,1.175402407,0.846368857,0.001881143,0.429449865,-0.907245477,0.138021927,0.879991738,0.263778967,0.592982507,0.520069437,-0.602588823,0.594727625
ENSMUSG00000055839,Elob,1.481803017,-0.583048856,0.02599655,2.342909584,0.341527079,0.348066049,1.844873751,-0.09595396,1,2.388881138,0.39716642,0.266311245,1.763543731,-0.163856163,1
ENSMUSG00000028797,Tmem234,1.051099476,0.55286698,0.027436883,0.597734725,-0.59451091,0.076812499,1.011235778,0.309506521,0.756559372,0.682952637,-0.375286372,0.375230462,0.805521083,-0.055082065,1
ENSMUSG00000028495,Rps6,4.626790715,-0.572184696,0.029008901,9.399600608,0.873223284,0.001093172,5.627247693,-0.124579504,1,5.685653356,-0.129180756,0.969468672,4.997358954,-0.3053997,0.959008444
ENSMUSG00000004455,Ppp1cc,0.670883615,-0.576043694,0.029353595,1.081975515,0.387702777,0.261116796,0.550400094,-0.739064046,0.294141853,1.226408565,0.674933668,0.017314245,0.570903292,-0.670425327,0.497153394
ENSMUSG00000031029,Eif3f,6.018837857,0.542795489,0.029701095,3.736088759,-0.450098256,0.216343325,5.451180904,0.204271618,0.963208646,3.768736082,-0.449558129,0.230983501,4.838991945,0.012210666,1
ENSMUSG00000017707,Serinc3,3.856386118,0.543396617,0.029746215,1.542859583,-1.187244204,8.70E-05,4.002840183,0.427396713,0.520288065,3.196508958,0.076044219,1,2.33835732,-0.422880206,0.764736885
ENSMUSG00000041697,Cox6a1,1.310186459,-0.571211511,0.029956981,2.225468033,0.49661102,0.110534408,1.274570454,-0.473286818,0.582097509,2.104075358,0.401640272,0.258306621,1.446809713,-0.270001436,1
ENSMUSG00000019054,Fis1,1.771639698,0.543510921,0.030090299,1.030656519,-0.56185964,0.098232437,1.512643374,0.110003797,1,1.227280419,-0.26464418,0.624971735,1.345142003,-0.075782135,1
ENSMUSG00000018583,G3bp1,0.587360786,-0.570770869,0.031422031,1.086252098,0.67257031,0.019211321,0.548869079,-0.534380058,0.571541744,0.877085557,0.25264373,0.609026258,0.635423185,-0.300240121,1
ENSMUSG00000028964,Park7,0.690621597,-0.568677091,0.03188588,1.380020458,0.840722565,0.002003591,0.790004029,-0.217655398,1,0.837270871,-0.151255363,0.932892141,0.896435477,-0.017216569,1
ENSMUSG00000036371,Serbp1,1.577999707,-0.564543276,0.032185752,3.050848565,0.773800366,0.004962474,1.880852616,-0.150103917,1,2.03636133,-0.028628394,1,1.781140065,-0.231190728,1
ENSMUSG00000060036,Rpl3,6.228476001,-0.562199249,0.032540224,12.21622401,0.807437462,0.002983723,7.588478627,-0.113849288,1,7.306721359,-0.20680857,0.778164198,8.6270917,0.088295517,1
ENSMUSG00000096472,Cdkn2d,0.650937865,-0.56808107,0.032744694,0.33982387,-1.558907721,2.81E-07,0.404953616,-1.153411427,0.037830753,1.798054453,1.748103342,2.86E-14,0.737090894,-0.228106368,1
ENSMUSG00000028581,Laptm5,4.020107484,0.534436441,0.0332596,1.705040771,-1.097743063,0.000304535,4.20416873,0.434034315,0.50647293,2.384812484,-0.551861368,0.106084082,5.445087906,0.842614766,0.074725087
ENSMUSG00000007029,Vars,1.422796839,0.536249635,0.033679142,0.934597884,-0.354880204,0.388796859,0.719577314,-0.71482743,0.253607171,1.221758674,0.140274188,0.919299739,0.643243778,-0.871135917,0.272214875
ENSMUSG00000021520,Uqcrb,0.723448977,-0.561042124,0.034473695,1.275079689,0.58264628,0.05017139,1.113048313,0.261938529,0.85126598,0.870401339,-0.158338241,0.909441932,1.054802487,0.170688072,1
ENSMUSG00000029366,Dck,0.8017776,-0.55993474,0.035159093,1.062895376,0.026759712,1,1.790522698,0.885433353,0.030723396,1.356024257,0.523145691,0.094907999,0.174008195,-2.67783295,4.76E-06
ENSMUSG00000024725,Ostf1,1.120078528,0.525087939,0.038333446,0.583589104,-0.76166655,0.01695065,1.244715651,0.529146391,0.342625526,0.70126158,-0.461759684,0.21660087,1.020587392,0.19878168,1
ENSMUSG00000018965,Ywhah,0.994794286,-0.548994643,0.038926764,1.544175454,0.339207102,0.355888351,0.871147854,-0.618299757,0.357133281,1.782651691,0.661150345,0.019977977,0.83778103,-0.666120747,0.501853965
ENSMUSG00000059796,Eif4a1,1.401812248,-0.541324282,0.041961482,2.652797372,0.753010614,0.006650017,1.250074205,-0.584611831,0.405108359,1.901514512,0.09093755,1,1.694135968,-0.107355669,1
ENSMUSG00000027404,Snrpb,1.24432393,-0.539696826,0.042581154,2.066247556,0.482986953,0.124232939,1.116875852,-0.573207892,0.423249215,1.989281191,0.425487478,0.217065151,1.32070265,-0.306375893,0.958698965
ENSMUSG00000040681,Hmgn1,1.348623581,-0.537304216,0.044223376,2.609702573,0.8054059,0.003276941,0.564179234,-1.725692293,0.000585487,2.100297322,0.373389443,0.316973636,1.315814779,-0.433618855,0.752993619
ENSMUSG00000021134,Srsf5,1.525642113,0.511516632,0.044465336,0.861567004,-0.634076412,0.054691958,1.352652248,0.150798346,1,1.133701377,-0.156952089,0.912309665,1.115412083,-0.153426041,1
ENSMUSG00000090733,Rps27,11.26706335,0.506803787,0.045552037,7.521193739,-0.346951889,0.400699396,10.35272722,0.204935512,0.962048702,7.203842536,-0.437134624,0.250343909,8.483388303,-0.111683616,1
ENSMUSG00000035215,Lsm7,0.51879727,-0.536180047,0.046196935,1.062566408,0.93139232,0.000490007,0.499876581,-0.459629103,0.700633819,0.588792358,-0.243789743,0.689471438,0.703853374,0.077829573,1
ENSMUSG00000061787,Rps17,2.396814302,-0.52897133,0.047093053,4.786154385,0.883343006,0.000945305,2.799461953,-0.153935251,1,2.884385072,-0.127458434,0.974025323,2.283613168,-0.46389654,0.700560009
ENSMUSG00000033938,Ndufb7,0.717631467,-0.530821593,0.047896185,1.177705182,0.468228176,0.142009199,0.861196253,-0.111906138,1,1.07528713,0.300618092,0.492324068,0.713629115,-0.398739312,0.920217196
ENSMUSG00000030647,Ndufc2,0.656963143,-0.527736018,0.04982502,1.052368402,0.422789812,0.203715604,0.763211257,-0.160664821,1,0.997692086,0.331314155,0.417036363,0.699943077,-0.290495843,1
ENSMUSG00000053317,Sec61b,1.534368379,-0.522696974,0.051026227,2.344883391,0.334580792,0.364005617,1.877025077,-0.075488122,1,1.580672081,-0.408819431,0.304087106,4.302303747,1.273759805,0.001222187
ENSMUSG00000059534,Uqcr10,0.813204852,-0.520700705,0.053157305,1.426404936,0.614795226,0.035854131,0.85201016,-0.317600212,0.859131955,1.11132378,0.126002134,0.954387933,0.983439575,-0.089740722,1
ENSMUSG00000031207,Msn,1.971928272,0.494432558,0.053700614,1.100397719,-0.665906498,0.04130113,1.377914005,-0.238736575,0.996172123,1.676866687,0.088936676,1,1.384244969,-0.226802965,1
ENSMUSG00000029723,Tsc22d4,0.61395512,-0.521098502,0.054006815,0.805642456,0.044287184,1,1.880087109,1.486283675,9.55E-06,0.662609367,-0.322519232,0.498473714,0.565037847,-0.509143283,0.747238618
ENSMUSG00000008668,Rps18,5.520401873,-0.515603217,0.054083773,11.05299341,0.904113227,0.000655834,6.865073774,-0.044032779,1,5.839390354,-0.354367244,0.416715551,6.709091256,-0.079074069,1
ENSMUSG00000019970,Sgk1,0.420522898,0.504822358,0.056124097,0.160536349,-1.28511676,6.17E-05,1.000518669,1.888325155,3.85E-09,0.230460188,-0.710135689,0.035926256,0.022484205,-3.965177595,1.43E-09
ENSMUSG00000016344,Ppdpf,0.715138248,0.489327431,0.059522169,0.405288487,-0.642380188,0.052977958,0.617764779,0.095791167,1,0.360947734,-0.863077874,0.004551787,1.179931975,1.144650211,0.005868741
ENSMUSG00000067071,Hes6,1.51546147,0.485427808,0.060086515,0.90499077,-0.555702195,0.104088266,1.229405495,-0.007948909,1,1.197637369,-0.059661245,1,1.03427343,-0.275333109,1
ENSMUSG00000020346,Mgat1,0.725526659,0.487171819,0.061107956,0.305282237,-1.139746749,0.000199864,1.136779054,1.092031474,0.003684165,0.38187224,-0.792585351,0.010408044,0.814319251,0.507469933,0.383464162
ENSMUSG00000035885,Cox8a,3.065204698,-0.50361777,0.06160697,4.819380146,0.409736504,0.218969477,3.12786479,-0.346202171,0.803887013,4.590313574,0.327476358,0.419367438,3.668835711,-0.093298589,1
ENSMUSG00000027479,Mapre1,0.584036495,-0.507994605,0.061741592,0.681950515,-0.158434098,0.871847403,0.563413726,-0.435951584,0.738613485,1.120623561,0.862979992,0.001102546,0.638355907,-0.235718416,1
ENSMUSG00000020048,Hsp90b1,2.28669714,0.483506443,0.061781349,1.287909438,-0.657491226,0.045430381,0.88645801,-1.151397179,0.02372305,1.809097942,-0.059090855,1,3.040255545,0.779432633,0.117340043
ENSMUSG00000098178,Gm42418,33.61606855,0.485166505,0.064269012,22.23395535,-0.378215074,0.351179122,24.09512289,-0.20507281,1,24.68772066,-0.198538956,0.813437566,26.93021214,-0.028554079,1
ENSMUSG00000040824,Snrpd2,0.819645668,-0.501159289,0.064802128,1.477723933,0.692810164,0.014736758,0.7379495,-0.53814154,0.482522364,1.091271128,0.093908126,1,0.987349872,-0.080626186,1
ENSMUSG00000038690,Atp5j2,1.544549022,-0.497247315,0.065967664,2.556738737,0.519841762,0.089671957,1.633593603,-0.284893297,0.915713521,2.157549096,0.192891102,0.771933552,1.834906643,-0.099684172,1
ENSMUSG00000039630,Hnrnpu,1.799896177,-0.497178463,0.066104479,2.813333721,0.404419116,0.228662502,1.35188674,-0.814440851,0.157572429,2.966920625,0.535790899,0.081182693,1.812422438,-0.354683061,0.885847702
ENSMUSG00000090553,Snrpe,1.872615058,-0.49394285,0.068074016,3.021899387,0.471603423,0.135029121,1.922190036,-0.329250739,0.839169899,3.01312891,0.487616341,0.128339937,1.141806584,-1.111243768,0.064506283
ENSMUSG00000071172,Srsf3,2.014105222,-0.491498185,0.069965251,2.936038758,0.27281222,0.496079744,1.619048955,-0.706130395,0.259972868,3.567628327,0.699601684,0.011847841,1.593445832,-0.717768674,0.337392536
ENSMUSG00000025979,Mob4,0.718670308,0.473160938,0.070385474,0.313177468,-1.091565259,0.000377218,1.139075577,1.102649599,0.003206998,0.539387274,-0.166240704,0.88579601,0.259057145,-1.244465171,0.056681718
ENSMUSG00000071644,Eef1g,1.15394475,-0.490182842,0.07176861,2.526802655,1.137515436,8.21E-06,1.428437518,-0.030664806,1,1.021232156,-0.650246486,0.044410169,1.191662865,-0.310240582,0.95322612
ENSMUSG00000050732,Vamp8,1.053800463,0.46836675,0.072610718,0.605958923,-0.63194215,0.056495435,0.69661208,-0.341103704,0.817265415,0.840758289,-0.054232122,1,1.041116449,0.291593103,0.86182168
ENSMUSG00000061132,Blnk,3.162855766,0.46483336,0.073705472,1.652734871,-0.796913461,0.011558546,4.640508164,0.960794709,0.013981547,2.325817001,-0.210970246,0.769305723,1.074353969,-1.341830357,0.018858072
ENSMUSG00000027523,Gnas,0.779338631,-0.487820624,0.074479144,1.082304483,0.182921545,0.747372274,0.727232391,-0.472301721,0.587406226,1.018616592,0.070785535,1,1.841749661,1.012728453,0.020168205
ENSMUSG00000079641,Rpl39,8.87336557,-0.479581348,0.077720703,14.27753705,0.48017963,0.124908899,12.2496555,0.152045054,1,11.09318515,-0.007613226,1,11.16291899,0.002643849,1
ENSMUSG00000035202,Lars2,2.847463593,0.470873241,0.078874962,1.777084747,-0.489476512,0.182282297,2.430487203,0.063806632,1,2.077338488,-0.221297546,0.756565649,2.320760985,-0.009987663,1
ENSMUSG00000064363,mt-Nd4,3.380389103,0.456995681,0.07993858,2.282379485,-0.361331774,0.372209677,2.121222059,-0.430278847,0.661836651,2.424045933,-0.263414862,0.627538465,3.562280131,0.386248612,0.671129574
ENSMUSG00000028822,Tmem50a,1.106158057,0.457424298,0.080749217,0.525361781,-0.960634948,0.001892264,1.136779054,0.356340442,0.664413437,0.748341719,-0.36966529,0.385462947,1.407706748,0.691350906,0.199076587
ENSMUSG00000032436,Cmtm7,2.274854351,-0.476503055,0.081211609,2.612005349,-0.160541311,0.863152666,6.082724823,1.277487275,0.000261911,2.815217954,-0.024190254,1,2.259173815,-0.360242489,0.877412346
ENSMUSG00000077450,Rab11b,1.116962005,0.455676928,0.082631918,0.571088323,-0.839104634,0.007665379,0.928560938,0.012598399,1,1.031113172,0.221732893,0.697463837,0.66279526,-0.506901152,0.748495368
ENSMUSG00000022285,Ywhaz,4.378715449,0.451091821,0.084433805,2.874192787,-0.41511202,0.270416752,3.868876322,0.106548319,1,3.567047091,-0.027617552,1,2.102761954,-0.831882898,0.226656468
ENSMUSG00000022961,Son,1.263438607,0.452281484,0.085452635,0.770771855,-0.541368779,0.116274137,1.177350966,0.193675658,0.984287106,0.966305327,-0.146522439,0.946156498,0.908166367,-0.215399971,1
ENSMUSG00000004665,Cnn2,0.597956966,0.456516825,0.08642036,0.254292208,-1.141878575,0.000306412,0.529731384,0.115778069,1,0.231041424,-1.330601375,6.78E-06,1.543589552,1.919786388,3.04E-08
ENSMUSG00000025982,Sf3b1,2.085369725,0.449492035,0.086687141,1.287909438,-0.522240573,0.131679822,1.742295708,0.016173003,1,1.816944632,0.101830708,1,0.987349872,-0.853501827,0.209972123
ENSMUSG00000027566,Psma7,0.829618543,-0.467535985,0.09029382,1.451735466,0.665280528,0.020461119,1.000518669,-0.053981458,1,0.847151888,-0.374745236,0.376160704,1.43898912,0.52143841,0.433642744
ENSMUSG00000023010,Tmbim6,1.78659901,0.445322514,0.090545977,0.853342805,-0.959504369,0.001866149,1.678758562,0.202417677,0.96651113,1.291507029,-0.257000573,0.646811626,2.275792575,0.684744411,0.204503561
ENSMUSG00000029580,Actb,24.78176341,0.442971198,0.091194811,15.33516893,-0.523568618,0.128732893,15.76946028,-0.417606394,0.674792071,18.52894096,-0.196207852,0.808558598,28.95379059,0.54257425,0.389311262
ENSMUSG00000001833,7-Sep,0.707035287,-0.466056457,0.092023214,0.915846712,0.07152118,1,0.707329189,-0.346960109,0.806421828,1.212458894,0.655669799,0.021974069,0.708741244,-0.336815731,1
ENSMUSG00000032294,Pkm,0.966953343,-0.464120638,0.092800867,1.849128724,0.859388184,0.001458496,1.410830839,0.2545554,0.864010939,0.904984898,-0.528476289,0.132041212,1.147672029,-0.075117952,1
ENSMUSG00000060743,H3f3a,22.61827283,0.434336907,0.099622456,12.69487234,-0.696777975,0.030166066,15.8705073,-0.270183161,0.942725982,23.52292314,0.4494119,0.176849805,7.026802849,-1.493596992,0.007366305
ENSMUSG00000029455,Aldh2,1.351740105,0.436052633,0.100332362,0.872093977,-0.455504028,0.212067209,1.299066703,0.233080792,0.907738562,0.9578774,-0.300484312,0.549141974,1.132030843,0.011397946,1
ENSMUSG00000027510,Rbm38,1.772678539,0.43191885,0.103812974,1.14480839,-0.45673493,0.209480397,1.509581343,0.035578503,1,1.453962571,-0.029081622,1,1.0958606,-0.459593892,0.708264549
ENSMUSG00000024248,Cox7a2l,2.584013477,0.431153134,0.104017643,1.444498172,-0.705540159,0.028455865,4.247802673,1.137347875,0.001860959,1.619614913,-0.526134736,0.132792562,1.339276559,-0.728249942,0.324474409
ENSMUSG00000024048,Myl12a,1.492606965,0.430014546,0.105751172,0.931637172,-0.517229423,0.136773115,1.391693145,0.180143034,1,1.107255126,-0.220288312,0.742155362,1.270846369,0.03334069,1
ENSMUSG00000045826,Ptprcap,4.75539925,0.428218839,0.1061318,3.041308495,-0.476463841,0.18040473,4.804326829,0.308818725,0.752385995,3.975365582,0.004636235,1,1.889650794,-1.129969559,0.058109461
ENSMUSG00000073421,H2-Ab1,0.606267695,-0.459036501,0.106239354,0.581615297,-0.464117297,0.214101537,0.267927723,-1.583581767,0.002509996,1.20374035,1.002030542,0.000114008,1.058712783,0.539377249,0.418679444
ENSMUSG00000007872,Id3,0.633485333,-0.452330331,0.108702344,0.877357464,0.211549194,0.680508249,1.238591589,0.750210991,0.097906894,0.901788099,0.276055968,0.563341866,0.243415958,-1.762423921,0.00348062
ENSMUSG00000009927,Rps25,2.640526436,-0.444368442,0.109404997,4.783193674,0.763093862,0.005675445,2.938784369,-0.163546884,1,2.900078452,-0.219739292,0.742155362,3.221106759,-0.017877061,1
ENSMUSG00000012405,Rpl15,7.185664237,-0.441690474,0.111538989,12.23333034,0.634632372,0.027416843,10.46449136,0.26910178,0.834378952,7.787694386,-0.242022409,0.685477693,8.134394338,-0.132163334,1
ENSMUSG00000023175,Bsg,0.585698641,-0.446184561,0.111573925,0.786233348,0.157637886,0.83006157,0.816796802,0.196085078,0.982732847,0.701842816,-0.057019941,1,1.133008417,0.715786112,0.176370253
ENSMUSG00000064351,mt-Co1,29.8168187,0.422524959,0.112177745,16.95500701,-0.682623104,0.034793401,23.46281347,-0.096792742,1,23.873118,-0.082520765,1,30.93142306,0.339048668,0.759150066
ENSMUSG00000038274,Fau,23.04191225,0.421902633,0.112195725,15.71052134,-0.368839572,0.354418201,18.34156642,-0.078911575,1,17.17320732,-0.217834995,0.746408534,20.23969479,0.07611149,1
ENSMUSG00000069565,Dazap1,0.771027902,-0.444421263,0.112226847,1.129346897,0.327866671,0.382829316,0.653743644,-0.587125775,0.491232228,1.231639691,0.524613138,0.092972051,0.7028758,-0.465759715,0.81511475
ENSMUSG00000078974,Sec61g,1.218560669,-0.442376675,0.112915037,1.570492889,0.084039843,1,1.206440262,-0.345399879,0.807062789,1.657104653,0.193768752,0.770139568,2.479127994,0.801135293,0.101301861
ENSMUSG00000056708,Ier5,0.452103669,0.430750485,0.114158066,0.114151871,-1.98196695,4.48E-10,0.390408968,0.058929421,1,0.291489998,-0.475146774,0.209336232,1.070443673,1.740313693,1.36E-06
ENSMUSG00000020340,Cyfip2,1.78431356,0.422537407,0.11428215,0.924728846,-0.838788212,0.007571845,1.584601105,0.096791654,1,1.839903465,0.421636125,0.22422365,0.504428251,-1.63791572,0.006196376
ENSMUSG00000001123,Lgals9,3.125457485,-0.440057804,0.115167189,4.031830926,0.087886177,1,4.592281174,0.284992178,0.800388092,5.346792601,0.678978986,0.015598801,0.685279465,-2.581116241,7.87E-06
ENSMUSG00000058546,Rpl23a,2.44044563,-0.439148175,0.115214621,4.07097811,0.594913299,0.042911557,2.979356281,-0.012675495,1,3.066893266,0.041312532,1,2.276770149,-0.427615586,0.759150066
ENSMUSG00000098557,Kctd12,0.213585741,-0.452953935,0.117937803,0.167444675,-0.802909467,0.017745423,0.237307412,-0.169678272,1,0.164199251,-0.860785483,0.007581348,1.166245937,2.606324402,4.75E-16
ENSMUSG00000042079,Hnrnpf,2.641357509,-0.436053856,0.11852222,4.194012115,0.497013496,0.109198098,2.471059115,-0.429251418,0.662527658,3.66585726,0.240969727,0.633760137,2.825189237,-0.215326436,1
ENSMUSG00000031813,Mvb12a,0.390396504,-0.44032558,0.121712304,0.308242949,-0.781205321,0.015324972,0.466959746,-0.044681323,1,0.317355012,-0.754663868,0.016710791,1.98349791,2.466825652,1.25E-14
ENSMUSG00000063200,Nol7,1.768938711,0.414488661,0.123119104,1.254025742,-0.304864702,0.482731257,1.112282805,-0.453047678,0.618310189,1.624555421,0.178417383,0.81371163,0.818229547,-0.909380418,0.232470014
ENSMUSG00000060739,Nsa2,2.090979467,0.412245887,0.125427562,1.388902592,-0.421363796,0.261086102,1.997209799,0.207455237,0.959555963,1.530395143,-0.258539516,0.642061635,1.705866857,-0.044613137,1
ENSMUSG00000024835,Coro1b,1.228741313,0.412645901,0.126231366,0.626354935,-0.872869225,0.005256664,1.384038067,0.477830112,0.424101925,0.889872755,-0.277631223,0.595327001,1.327545669,0.398388465,0.650381627
ENSMUSG00000031708,Tecr,0.58341319,-0.430951547,0.128367768,0.830644018,0.28544798,0.47377981,0.867320315,0.312129285,0.753997864,0.62918828,-0.241135803,0.697080319,1.082174562,0.659612498,0.239797266
ENSMUSG00000019432,Ddx39b,1.186564362,-0.428601631,0.1284016,1.756688736,0.364304006,0.303014034,1.205674754,-0.294102302,0.903652426,1.764342748,0.389796274,0.282454252,1.059690357,-0.485767534,0.666383768
ENSMUSG00000060791,Gmfg,1.875316045,-0.425340749,0.131742052,2.059010262,-0.195643765,0.766160853,5.599689413,1.52828858,3.79E-06,2.140693244,-0.129772261,0.969333088,1.218057366,-0.965491811,0.130831174
ENSMUSG00000027423,Snx5,0.820476741,-0.427048314,0.132112608,1.218826173,0.372530624,0.290090597,0.933919492,-0.113843268,1,0.699517871,-0.660669384,0.041267755,2.333469449,1.381201381,0.000332562
ENSMUSG00000024338,Psmb8,1.340728389,-0.4208815,0.136582249,1.790243464,0.1712602,0.781243282,2.037016203,0.355338733,0.664413437,1.369683309,-0.331889774,0.471341529,2.929789669,0.937065198,0.037138112
ENSMUSG00000040710,St8sia4,0.447532768,0.409766123,0.137918524,0.17468197,-1.310231727,3.40E-05,0.349837056,-0.112715319,1,0.271437346,-0.598681239,0.078664944,1.02254254,1.660102967,5.56E-06
ENSMUSG00000030591,Psmd8,1.29003294,0.400467827,0.141350405,0.984272041,-0.183149201,0.807168209,1.036497535,-0.076905128,1,0.994204668,-0.171109227,0.867752183,0.824094992,-0.428318446,0.877412346
ENSMUSG00000068798,Rap1a,0.694361425,-0.419078499,0.141445445,0.923741942,0.165948724,0.803550286,0.692784541,-0.314805701,0.863742171,0.821577491,-0.055683445,1,1.603221574,1.03097568,0.017226348
ENSMUSG00000022450,Ndufa6,1.760212445,0.396660582,0.145232873,1.226392436,-0.348309499,0.400460728,1.713206412,0.227859352,0.916128514,1.268548196,-0.298576311,0.552191165,1.415527341,-0.076560604,1
ENSMUSG00000025204,Ndufb8,0.82878747,-0.414885075,0.145971184,1.280014208,0.462126119,0.149146944,0.782348952,-0.398239716,0.713662048,1.155497738,0.271312695,0.567949984,0.827027714,-0.305165317,1
ENSMUSG00000063882,Uqcrh,3.023027747,0.394966794,0.146459075,2.13072527,-0.329164683,0.443648033,3.370530757,0.448819079,0.476553124,2.086347651,-0.37903234,0.362091961,2.144797642,-0.271672115,1
ENSMUSG00000051234,Rnf7,0.783701764,-0.413709591,0.147639338,1.022761288,0.134427091,0.89029232,0.707329189,-0.467025264,0.595005101,1.316209571,0.666812596,0.018938222,0.621737147,-0.653971052,0.51981219
ENSMUSG00000000594,Gm2a,0.671299151,0.398088448,0.148865692,0.273372348,-1.250246381,6.51E-05,0.588675483,0.061761291,1,0.30049916,-1.126626212,0.000118553,1.812422438,1.960391597,1.06E-08
ENSMUSG00000004285,Atp6v1f,1.096808487,0.395045325,0.148871006,0.74938894,-0.383765174,0.33029267,1.026545933,0.163845982,1,0.807337202,-0.260671515,0.637934477,0.929672998,0.004785194,1
ENSMUSG00000032187,Smarca4,4.615363463,0.393044227,0.149458992,2.299156849,-0.924760952,0.002815442,6.751778623,0.905903812,0.023991667,4.239246857,0.161441436,0.850532832,0.553306958,-2.914522446,5.34E-07
ENSMUSG00000015575,Atp6v0e,0.957603772,0.391554691,0.154458104,0.563851029,-0.643811777,0.050963403,0.612406224,-0.440359059,0.730495504,0.730323394,-0.197336413,0.809639143,1.372514079,0.843335507,0.077139191
ENSMUSG00000065947,mt-Nd4l,8.955641789,0.38882961,0.154881138,6.86523169,-0.183395872,0.804275549,4.994172759,-0.655427297,0.319335626,7.025693615,-0.146747007,0.943630289,8.491208896,0.175326385,1
ENSMUSG00000004980,Hnrnpa2b1,5.749154694,-0.403915671,0.156879784,7.830752559,0.225319498,0.62859333,4.29373314,-0.752864024,0.209625663,9.560174442,0.655562423,0.02059169,4.595575987,-0.636924475,0.441974609
ENSMUSG00000023048,Prr13,0.566376195,0.392991022,0.157252034,0.241133491,-1.181314953,0.000176786,0.310796159,-0.674615184,0.368418169,0.298464833,-0.854704979,0.005323599,1.597356129,2.039920834,1.87E-09
